Mod:Item:MetaData, Localized Name
minecraft:spawn_egg:6424, Spawn Vampire
minecraft:spawn_egg:6425, Spawn Lilith
minecraft:spawn_egg:6426, Spawn Winged Monkey
minecraft:spawn_egg:6427, Spawn Reflection
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, Minecart with TNT
minecraft:hopper_minecart, Minecart with Hopper
aura:consumerBlockend, Ritual of the End
aura:storageBookshelf, Storage Bookshelf
aura:fortifiedDirt, Fortified Dirt
aura:fortifiedWood, Fortified Planks
aura:fortifiedGlass, Fortified Glass
aura:fortifiedCobblestone, Fortified Cobblestone
aura:fortifiedStone, Fortified Stone
aura:fortifiedObsidian, Fortified Obsidian
minecraft:iron_horse_armor, Iron Pet Armor
minecraft:golden_horse_armor, Golden Pet Armor
minecraft:diamond_horse_armor, Diamond Pet Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
aura:magicRoad, Traveler's Bricks
aura:auraNode, Aura Node
aura:auraNodepump, Burning Aura Pump
aura:auraNodeblack, Aura Manipulator: Black
aura:auraNodeconserve, Conserving Aura Node
aura:auraNodecapacitor, Aura Capacitor
aura:auraNodecraftingCenter, Vortex Controller
aura:auraNodecraftingPedestal, Vortex Pedestal
aura:auraNodeorange, Aura Manipulator: Orange
aura:auraNodepumpAlt, Alternating Burning Aura Pump
aura:auraNodepumpProjectile, Projectile Aura Pump
aura:auraNodepumpFall, Momentum Aura Pump
aura:auraNodepumpLight, Illumination Aura Pump
aura:auraNodepumpRedstone, Redstone Aura Pump
aura:auraNodepumpProjectileAlt, Alternating Projectile Aura Pump
aura:auraNodepumpFallAlt, Alternating Momentum Aura Pump
aura:auraNodepumpCreative, Creative Pump (Creative Only)
aura:auraNodepumpLightAlt, Alternating Illumination Aura Pump
aura:auraNodepumpRedstoneAlt, Alternating Redstone Aura Pump
aura:auraNodeflux, Fluxing Node
baublelicious:BlockPedestal, Pedestal
BiomesOPlenty:mud:0, Mud
BiomesOPlenty:mud:1, Quicksand
BiomesOPlenty:driedDirt, Dried Dirt
BiomesOPlenty:rocks:0, Limestone
BiomesOPlenty:rocks:1, Polished Limestone
BiomesOPlenty:rocks:2, Siltstone
BiomesOPlenty:rocks:3, Polished Siltstone
BiomesOPlenty:rocks:4, Shale
BiomesOPlenty:rocks:5, Polished Shale
BiomesOPlenty:ash, Ash Block
BiomesOPlenty:flesh, Flesh
BiomesOPlenty:plants:0, Dead Grass
BiomesOPlenty:plants:1, Desert Grass
BiomesOPlenty:plants:2, Desert Sprouts
BiomesOPlenty:plants:3, Dune Grass
BiomesOPlenty:plants:4, Spectral Fern
BiomesOPlenty:plants:5, Thorns
BiomesOPlenty:plants:6, Wild Rice
BiomesOPlenty:plants:7, Cattail
BiomesOPlenty:plants:8, River Cane
BiomesOPlenty:plants:12, Tiny Cactus
BiomesOPlenty:plants:13, Wither Wart
BiomesOPlenty:plants:14, Reed
BiomesOPlenty:plants:15, Root
BiomesOPlenty:flowers:0, Clover
BiomesOPlenty:flowers:1, Swampflower
BiomesOPlenty:flowers:2, Deathbloom
BiomesOPlenty:flowers:3, Glowflower
BiomesOPlenty:flowers:4, Blue Hydrangea
BiomesOPlenty:flowers:5, Orange Cosmos
BiomesOPlenty:flowers:6, Pink Daffodil
BiomesOPlenty:flowers:7, Wildflower
BiomesOPlenty:flowers:8, Violet
BiomesOPlenty:flowers:9, White Anemone
BiomesOPlenty:flowers:10, Waterlily
BiomesOPlenty:flowers:11, Enderlotus
BiomesOPlenty:flowers:12, Bromeliad
BiomesOPlenty:flowers:13, Eyebulb
BiomesOPlenty:flowers:15, Dandelion Puff
BiomesOPlenty:flowers2:0, Pink Hibiscus
BiomesOPlenty:flowers2:1, Lily of the Valley
BiomesOPlenty:flowers2:2, Burning Blossom
BiomesOPlenty:flowers2:3, Lavender
BiomesOPlenty:flowers2:4, Goldenrod
BiomesOPlenty:flowers2:5, Bluebells
BiomesOPlenty:flowers2:6, Miner's Delight
BiomesOPlenty:flowers2:7, Icy Iris
BiomesOPlenty:flowers2:8, Rose
BiomesOPlenty:stoneFormations:0, Stalagmite
BiomesOPlenty:stoneFormations:1, Stalactite
BiomesOPlenty:mushrooms:0, Toadstool
BiomesOPlenty:mushrooms:1, Portobello
BiomesOPlenty:mushrooms:2, Blue Milk Cap
BiomesOPlenty:mushrooms:3, Glowshroom
BiomesOPlenty:mushrooms:4, Flat Mushroom
BiomesOPlenty:mushrooms:5, Shadow Shroom
BiomesOPlenty:willow, Willow
BiomesOPlenty:ivy, Ivy
BiomesOPlenty:treeMoss, Tree Moss
BiomesOPlenty:flowerVine, Flowering Vines
BiomesOPlenty:wisteria, Wisteria
BiomesOPlenty:lilyBop:0, Medium Lily Pad
BiomesOPlenty:lilyBop:1, Small Lily Pad
BiomesOPlenty:lilyBop:2, Tiny Lily Pad
BiomesOPlenty:foliage:0, Duckweed
BiomesOPlenty:foliage:1, Short Grass
BiomesOPlenty:foliage:2, Medium Grass
BiomesOPlenty:foliage:3, Flax
BiomesOPlenty:foliage:4, Bush
BiomesOPlenty:foliage:5, Sprout
BiomesOPlenty:foliage:7, Poison Ivy
BiomesOPlenty:foliage:8, Berry Bush
BiomesOPlenty:foliage:9, Shrub
BiomesOPlenty:foliage:10, Wheat Grass
BiomesOPlenty:foliage:11, Damp Grass
BiomesOPlenty:foliage:12, Koru
BiomesOPlenty:foliage:13, Clover Patch
BiomesOPlenty:foliage:14, Leaf Pile
BiomesOPlenty:foliage:15, Dead Leaf Pile
BiomesOPlenty:turnip, Turnip
BiomesOPlenty:coral1:11, Kelp
BiomesOPlenty:coral1:12, Pink Coral
BiomesOPlenty:coral1:13, Orange Coral
BiomesOPlenty:coral1:14, Blue Coral
BiomesOPlenty:coral1:15, Glowing Coral
BiomesOPlenty:coral2:8, Algae
BiomesOPlenty:ashStone, Ash Stone
BiomesOPlenty:hardIce, Hardened Ice
BiomesOPlenty:appleLeaves:0, Apple Leaves
BiomesOPlenty:persimmonLeaves:0, Persimmon Leaves
BiomesOPlenty:moss, Moss
BiomesOPlenty:bamboo, Bamboo
BiomesOPlenty:mudBricks, Mud Bricks
BiomesOPlenty:originGrass, Origin Grass Block
BiomesOPlenty:longGrass, Long Grass Block
BiomesOPlenty:overgrownNetherrack, Overgrown Netherrack
BiomesOPlenty:bopGrass:0, Spectral Moss
BiomesOPlenty:bopGrass:1, Smoldering Grass Block
BiomesOPlenty:newBopGrass:0, Loamy Grass Block
BiomesOPlenty:newBopGrass:1, Sandy Grass Block
BiomesOPlenty:newBopGrass:2, Silty Grass Block
BiomesOPlenty:newBopDirt:0, Loamy Dirt
BiomesOPlenty:newBopDirt:1, Coarse Loamy Dirt
BiomesOPlenty:newBopDirt:2, Sandy Dirt
BiomesOPlenty:newBopDirt:3, Coarse Sandy Dirt
BiomesOPlenty:newBopDirt:4, Silty Dirt
BiomesOPlenty:newBopDirt:5, Coarse Silty Dirt
BiomesOPlenty:newBopFarmland:0, Loamy Farmland
BiomesOPlenty:newBopFarmland:1, Loamy Farmland
BiomesOPlenty:newBopFarmland:2, Sandy Farmland
BiomesOPlenty:newBopFarmland:3, Loamy Farmland
BiomesOPlenty:newBopFarmland:4, Loamy Farmland
BiomesOPlenty:newBopFarmland:5, Loamy Farmland
BiomesOPlenty:logs1:0, Sacred Oak Wood
BiomesOPlenty:logs1:1, Cherry Wood
BiomesOPlenty:logs1:2, Dark Wood
BiomesOPlenty:logs1:3, Fir Wood
BiomesOPlenty:logs2:0, Ethereal Wood
BiomesOPlenty:logs2:1, Magic Wood
BiomesOPlenty:logs2:2, Mangrove Wood
BiomesOPlenty:logs2:3, Palm Wood
BiomesOPlenty:logs3:0, Redwood Wood
BiomesOPlenty:logs3:1, Willow Wood
BiomesOPlenty:logs3:2, Dead Wood
BiomesOPlenty:logs3:3, Giant Flower Stem
BiomesOPlenty:logs4:0, Pine Wood
BiomesOPlenty:logs4:1, Hellbark Wood
BiomesOPlenty:logs4:2, Jacaranda Wood
BiomesOPlenty:logs4:3, Mahogany Wood
BiomesOPlenty:leaves1:0, Yellow Autumn Leaves
BiomesOPlenty:leaves1:1, Bamboo Leaves
BiomesOPlenty:leaves1:2, Magic Leaves
BiomesOPlenty:leaves1:3, Dark Leaves
BiomesOPlenty:leaves2:0, Dying Leaves
BiomesOPlenty:leaves2:1, Fir Leaves
BiomesOPlenty:leaves2:2, Ethereal Leaves
BiomesOPlenty:leaves2:3, Orange Autumn Leaves
BiomesOPlenty:leaves3:0, Origin Leaves
BiomesOPlenty:leaves3:1, Pink Cherry Leaves
BiomesOPlenty:leaves3:2, Maple Leaves
BiomesOPlenty:leaves3:3, White Cherry Leaves
BiomesOPlenty:leaves4:0, Hellbark Leaves
BiomesOPlenty:leaves4:1, Jacaranda Leaves
BiomesOPlenty:petals:0, Giant Red Flower
BiomesOPlenty:petals:1, Giant Yellow Flower
BiomesOPlenty:saplings:0, Apple Sapling
BiomesOPlenty:saplings:1, Yellow Autumn Sapling
BiomesOPlenty:saplings:2, Bamboo Sapling
BiomesOPlenty:saplings:3, Magic Sapling
BiomesOPlenty:saplings:4, Dark Sapling
BiomesOPlenty:saplings:5, Dying Sapling
BiomesOPlenty:saplings:6, Fir Sapling
BiomesOPlenty:saplings:7, Ethereal Sapling
BiomesOPlenty:saplings:8, Orange Autumn Sapling
BiomesOPlenty:saplings:9, Origin Sapling
BiomesOPlenty:saplings:10, Pink Cherry Sapling
BiomesOPlenty:saplings:11, Maple Sapling
BiomesOPlenty:saplings:12, White Cherry Sapling
BiomesOPlenty:saplings:13, Hellbark Sapling
BiomesOPlenty:saplings:14, Jacaranda Sapling
BiomesOPlenty:saplings:15, Persimmon Sapling
BiomesOPlenty:colorizedSaplings:0, Sacred Oak Sapling
BiomesOPlenty:colorizedSaplings:1, Mangrove Sapling
BiomesOPlenty:colorizedSaplings:2, Palm Sapling
BiomesOPlenty:colorizedSaplings:3, Redwood Sapling
BiomesOPlenty:colorizedSaplings:4, Willow Sapling
BiomesOPlenty:colorizedSaplings:5, Pine Sapling
BiomesOPlenty:colorizedSaplings:6, Mahogany Sapling
BiomesOPlenty:colorizedSaplings:7, Flowering Oak Sapling
BiomesOPlenty:hardSand, Hardened Sand
BiomesOPlenty:hardDirt, Hardened Dirt
BiomesOPlenty:biomeBlock, Biome Essence Ore
BiomesOPlenty:crystal, Celestial Crystal
BiomesOPlenty:gemOre:0, Ender Amethyst Ore
BiomesOPlenty:gemOre:1, Block of Amethyst
BiomesOPlenty:gemOre:2, Ruby Ore
BiomesOPlenty:gemOre:3, Block of Ruby
BiomesOPlenty:gemOre:4, Peridot Ore
BiomesOPlenty:gemOre:5, Block of Peridot
BiomesOPlenty:gemOre:6, Topaz Ore
BiomesOPlenty:gemOre:7, Block of Topaz
BiomesOPlenty:gemOre:8, Tanzanite Ore
BiomesOPlenty:gemOre:9, Block of Tanzanite
BiomesOPlenty:gemOre:10, Malachite Ore
BiomesOPlenty:gemOre:11, Block of Malachite
BiomesOPlenty:gemOre:12, Sapphire Ore
BiomesOPlenty:gemOre:13, Block of Sapphire
BiomesOPlenty:gemOre:14, Amber Ore
BiomesOPlenty:gemOre:15, Block of Amber
BiomesOPlenty:cragRock, Crag Rock
BiomesOPlenty:hive:0, Honeycomb Block
BiomesOPlenty:hive:1, Hive Block
BiomesOPlenty:hive:2, Empty Honeycomb Block
BiomesOPlenty:hive:3, Filled Honeycomb Block
BiomesOPlenty:honeyBlock, Honey Block
BiomesOPlenty:bones:0, Small Bone Segment
BiomesOPlenty:bones:1, Medium Bone Segment
BiomesOPlenty:bones:2, Large Bone Segment
BiomesOPlenty:grave:0, Gravestone
BiomesOPlenty:planks:0, Sacred Oak Wood Planks
BiomesOPlenty:planks:1, Cherry Wood Planks
BiomesOPlenty:planks:2, Dark Wood Planks
BiomesOPlenty:planks:3, Fir Wood Planks
BiomesOPlenty:planks:4, Ethereal Wood Planks
BiomesOPlenty:planks:5, Magic Wood Planks
BiomesOPlenty:planks:6, Mangrove Wood Planks
BiomesOPlenty:planks:7, Palm Wood Planks
BiomesOPlenty:planks:8, Redwood Wood Planks
BiomesOPlenty:planks:9, Willow Wood Planks
BiomesOPlenty:planks:10, Bamboo Thatching
BiomesOPlenty:planks:11, Pine Wood Planks
BiomesOPlenty:planks:12, Hellbark Wood Planks
BiomesOPlenty:planks:13, Jacaranda Wood Planks
BiomesOPlenty:planks:14, Mahogany Wood Planks
BiomesOPlenty:woodenSingleSlab1:0, Sacred Oak Wood Slab
BiomesOPlenty:woodenSingleSlab1:1, Cherry Wood Slab
BiomesOPlenty:woodenSingleSlab1:2, Dark Wood Slab
BiomesOPlenty:woodenSingleSlab1:3, Fir Wood Slab
BiomesOPlenty:woodenSingleSlab1:4, Ethereal Wood Slab
BiomesOPlenty:woodenSingleSlab1:5, Magic Wood Slab
BiomesOPlenty:woodenSingleSlab1:6, Mangrove Wood Slab
BiomesOPlenty:woodenSingleSlab1:7, Palm Wood Slab
BiomesOPlenty:woodenDoubleSlab1:0, Sacred Oak Wood Slab
BiomesOPlenty:woodenDoubleSlab1:1, Cherry Wood Slab
BiomesOPlenty:woodenDoubleSlab1:2, Dark Wood Slab
BiomesOPlenty:woodenDoubleSlab1:3, Fir Wood Slab
BiomesOPlenty:woodenDoubleSlab1:4, Ethereal Wood Slab
BiomesOPlenty:woodenDoubleSlab1:5, Magic Wood Slab
BiomesOPlenty:woodenDoubleSlab1:6, Mangrove Wood Slab
BiomesOPlenty:woodenDoubleSlab1:7, Palm Wood Slab
BiomesOPlenty:woodenSingleSlab2:0, Redwood Wood Slab
BiomesOPlenty:woodenSingleSlab2:1, Willow Wood Slab
BiomesOPlenty:woodenSingleSlab2:2, Pine Wood Slab
BiomesOPlenty:woodenSingleSlab2:3, Hellbark Wood Slab
BiomesOPlenty:woodenSingleSlab2:4, Jacaranda Wood Slab
BiomesOPlenty:woodenDoubleSlab2:0, Redwood Wood Slab
BiomesOPlenty:woodenDoubleSlab2:1, Willow Wood Slab
BiomesOPlenty:woodenDoubleSlab2:2, Pine Wood Slab
BiomesOPlenty:woodenDoubleSlab2:3, Hellbark Wood Slab
BiomesOPlenty:woodenDoubleSlab2:4, Jacaranda Wood Slab
BiomesOPlenty:stoneSingleSlab:0, Mud Bricks Slab
BiomesOPlenty:stoneDoubleSlab:0, Mud Bricks Slab
BiomesOPlenty:sacredoakStairs, Sacred Oak Wood Stairs
BiomesOPlenty:cherryStairs, Cherry Wood Stairs
BiomesOPlenty:darkStairs, Dark Wood Stairs
BiomesOPlenty:firStairs, Fir Wood Stairs
BiomesOPlenty:etherealStairs, Ethereal Wood Stairs
BiomesOPlenty:magicStairs, Magic Wood Stairs
BiomesOPlenty:mangroveStairs, Mangrove Wood Stairs
BiomesOPlenty:palmStairs, Palm Wood Stairs
BiomesOPlenty:redwoodStairs, Redwood Wood Stairs
BiomesOPlenty:willowStairs, Willow Wood Stairs
BiomesOPlenty:pineStairs, Pine Wood Stairs
BiomesOPlenty:hellBarkStairs, Hellbark Wood Stairs
BiomesOPlenty:jacarandaStairs, Jacaranda Wood Stairs
BiomesOPlenty:mahoganyStairs, Mahogany Wood Stairs
BiomesOPlenty:mudBricksStairs, Mud Bricks Stairs
BiomesOPlenty:colorizedLeaves1:0, Sacred Oak Leaves
BiomesOPlenty:colorizedLeaves1:1, Mangrove Leaves
BiomesOPlenty:colorizedLeaves1:2, Palm Leaves
BiomesOPlenty:colorizedLeaves1:3, Redwood Leaves
BiomesOPlenty:colorizedLeaves2:0, Willow Leaves
BiomesOPlenty:colorizedLeaves2:1, Pine Leaves
BiomesOPlenty:colorizedLeaves2:2, Mahogany Leaves
BiomesOPlenty:colorizedLeaves2:3, Flowering Oak Leaves
BiomesOPlenty:poison, Poison
BiomesOPlenty:hell_blood, Blood
BiomesOPlenty:honey, Honey
AWWayofTime:Altar, Blood Altar
AWWayofTime:AlchemicalWizardrybloodRune:0, Blood Rune
AWWayofTime:AlchemicalWizardrybloodRune:1, Rune of Augmented Capacity
AWWayofTime:AlchemicalWizardrybloodRune:2, Rune of Dislocation
AWWayofTime:AlchemicalWizardrybloodRune:3, Rune of the Orb
AWWayofTime:AlchemicalWizardrybloodRune:4, Rune of Superior Capacity
AWWayofTime:AlchemicalWizardrybloodRune:5, Rune of Acceleration
AWWayofTime:lifeEssence, Life Essence
AWWayofTime:speedRune, Speed Rune
AWWayofTime:efficiencyRune, Efficiency Rune
AWWayofTime:runeOfSacrifice, Rune of Sacrifice
AWWayofTime:runeOfSelfSacrifice, Rune of Self-Sacrifice
AWWayofTime:ritualStone, Ritual Stone
AWWayofTime:masterStone, Master Ritual Stone
AWWayofTime:bloodSocket, Filled Socket
AWWayofTime:imperfectRitualStone, Imperfect Ritual Stone
AWWayofTime:armourForge, Soul Armour Forge
AWWayofTime:emptySocket, Empty Socket
AWWayofTime:bloodStoneBrick, Bloodstone Brick
AWWayofTime:largeBloodStoneBrick, Large Bloodstone Brick
AWWayofTime:blockWritingTable, Alchemic Chemistry Set
AWWayofTime:blockHomHeart, Spell Table
AWWayofTime:blockPedestal, Arcane Pedestal
AWWayofTime:blockPlinth, Arcane Plinth
AWWayofTime:blockTeleposer, Teleposer
AWWayofTime:spectralBlock, Spectral Block
AWWayofTime:bloodLight, Blood Light
AWWayofTime:blockConduit, Spell Conduit
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:0, Particle Generator
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:1, Self Augmentator
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:2, Melee Aggregator
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:3, Tool Forger
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:0, Unstable Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:1, Standard Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:2, Reinforced Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:3, Imbued Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:4, Demonic Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:5, Unstable Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:6, Standard Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:7, Reinforced Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:8, Imbued Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:9, Demonic Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:10, Unstable Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:11, Standard Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:12, Reinforced Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:13, Imbued Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:14, Demonic Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:0, Default Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:1, Offensive Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:2, Defensive Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:3, Environmental Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:0, Crucible of Fire
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:1, Ice Maker
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:2, Wind Generator
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:3, Earth Former
AWWayofTime:spectralContainer, Spectral Container
AWWayofTime:demonPortalMain, Demon Portal
AWWayofTime:blockSchemSaver, Schematic Saver
AWWayofTime:blockReagentConduit, Alchemy Relay
AWWayofTime:blockAlchemicCalcinator, Alchemic Calcinator
AWWayofTime:blockCrystalBelljar:0, Crystal Belljar
AWWayofTime:blockDemonChest, Demon's Chest
AWWayofTime:blockCrystal:0, Crystal Cluster
AWWayofTime:blockCrystal:1, Crystal Cluster Brick
AWWayofTime:blockMimic, Mimic Block
AWWayofTime:blockEnchantmentGlyph:0, Glyph of the Adept Enchanter
AWWayofTime:blockEnchantmentGlyph:1, Glyph of Arcane Potential
AWWayofTime:blockStabilityGlyph:0, Glyph of Rigid Stability
AWWayofTime:blockCrucible, Incense Crucible
Thaumcraft:blockFluxGoo:0, Flux Goo
Thaumcraft:blockFluxGas:0, Flux Gas
Thaumcraft:blockFluidPure, Purifying Fluid
Thaumcraft:blockFluidDeath, Liquid Death
Thaumcraft:blockCustomOre:0, Cinnabar Ore
Thaumcraft:blockCustomOre:1, Air Infused Stone
Thaumcraft:blockCustomOre:2, Fire Infused Stone
Thaumcraft:blockCustomOre:3, Water Infused Stone
Thaumcraft:blockCustomOre:4, Earth Infused Stone
Thaumcraft:blockCustomOre:5, Order Infused Stone
Thaumcraft:blockCustomOre:6, Entropy Infused Stone
Thaumcraft:blockCustomOre:7, Amber Bearing Stone
Thaumcraft:blockMagicalLog:0, Greatwood Log
Thaumcraft:blockMagicalLog:1, Silverwood Log
Thaumcraft:blockMagicalLeaves:0, Greatwood Leaves
Thaumcraft:blockMagicalLeaves:1, Silverwood Leaves
Thaumcraft:blockCustomPlant:0, Greatwood Sapling
Thaumcraft:blockCustomPlant:1, Silverwood Sapling
Thaumcraft:blockCustomPlant:2, Shimmerleaf
Thaumcraft:blockCustomPlant:3, Cinderpearl
